Line,Female Parent,Male Parent
L15 (2) x L12,PI547798,L15 x L12
L15 (3) x ((Clark (6) x T201) x (Clark (6) x T145)),PI547798,L15 (2) x ((Clark (6) x T201) x (Clark (6) x T145))
L15 (3) x L11,PI547798,L15 (2) x L11
L15 (3) x L12,PI547798,L15 (2) x L12
L15 (4) x ((Clark (6) x T201) x (Clark (6) x T145)),PI547798,L15 (3) x ((Clark (6) x T201) x (Clark (6) x T145))
L15 (4) x L11,PI547798,L15 (3) x L11
L15 (4) x L12,PI547798,L15 (3) x L12
L15 (5) x ((Clark (6) x T201) x (Clark (6) x T145)),PI547798,L15 (4) x ((Clark (6) x T201) x (Clark (6) x T145))
L15 (5) x L11,PI547798,L15 (4) x L11
L15 (5) x L12,PI547798,L15 (4) x L12
L15 x ((Clark (6) x T201) x (Clark (6) x T145)),PI547798,(Clark (6) x T201) x (Clark (6) x T145)
L15 x (Wayne (4) x L11),PI547798,Wayne (4) x L11
L15 x AP68-1016,PI547798,AP68-1016
L15 x C1423,PI547798,C1423
L15 x Calland,PI547798,PI548527
L15 x L11,PI547798,L11
L15 x L12,PI547798,L12
L15 x Wayne,PI547798,PI548628
L15 x Wayne (10),L15 x Wayne (9),PI548628
L15 x Wayne (2),L15 x Wayne,PI548628
L15 x Wayne (3),L15 x Wayne (2),PI548628
L15 x Wayne (4),L15 x Wayne (3),PI548628
L15 x Wayne (5),L15 x Wayne (4),PI548628
L15 x Wayne (6),L15 x Wayne (5),PI548628
L15 x Wayne (7),L15 x Wayne (6),PI548628
L15 x Wayne (8),L15 x Wayne (7),PI548628
L15 x Wayne (9),L15 x Wayne (8),PI548628
L16 x (L10 (2) x Merit),PI547799,L10 (2) x Merit
L2,PI548575,L3
L2 (2) x Clark,L2,L2 x Clark
L2 (2) x Kingwa,L2,L2 x Kingwa
L2 (2) x Laredo,L2,L2 x Laredo
L2 (2) x PI81763,L2,L2 x PI81763
L2 (2) x Seneca,L2,L2 x Seneca
L2 (2) x Soysota,L2,L2 x Soysota
L2 (2) x T135,L2,L2 x T135
L2 (2) x T31,L2,L2 x T31
L2 (3) x Clark,L2,L2 (2) x Clark
L2 (3) x Kingwa,L2,L2 (2) x Kingwa
L2 (3) x Laredo,L2,L2 (2) x Laredo
L2 (3) x PI81763,L2,L2 (2) x PI81763
L2 (3) x Seneca,L2,L2 (2) x Seneca
L2 (3) x Soysota,L2,L2 (2) x Soysota
L2 (3) x T135,L2,L2 (2) x T135
L2 (3) x T31,L2,L2 (2) x T31
L2 (4) x Clark,L2,L2 (3) x Clark
L2 (4) x Kingwa,L2,L2 (3) x Kingwa
L2 (4) x Laredo,L2,L2 (3) x Laredo
L2 (4) x PI81763,L2,L2 (3) x PI81763
L2 (4) x Seneca,L2,L2 (3) x Seneca
L2 (4) x Soysota,L2,L2 (3) x Soysota
L2 (4) x T135,L2,L2 (3) x T135
L2 (4) x T31,L2,L2 (3) x T31
L2 (5) x Clark,L2,L2 (4) x Clark
L2 (5) x Kingwa,L2,L2 (4) x Kingwa
L2 (5) x Laredo,L2,L2 (4) x Laredo
L2 (5) x PI81763,L2,L2 (4) x PI81763
L2 (5) x Seneca,L2,L2 (4) x Seneca
L2 (5) x Soysota,L2,L2 (4) x Soysota
L2 (5) x T135,L2,L2 (4) x T135
L2 (5) x T31,L2,L2 (4) x T31
L2 x Clark,L2,PI548533
L2 x Kingwa,L2,PI548359
L2 x L67-234,L2,PI547732
L2 x Laredo,L2,FC29333
L2 x PI81763,L2,PI81763
L2 x Seneca,L2,PI548411
L2 x Soysota,L2,PI548417
L2 x T135,L2,PI548172
L2 x T31,L2,PI548159
L2-3 x HP203,PI561405,PI539864
L25A,PI548631,Williams (5) x PI96983
L26,PI548631,Williams (6) x Harrel
L27,PI548540,Corsoy (7) x Kingwa
L28,PI518669,Corsoy (6) x (Harosoy (5) x D54-2437)
L29,0,0
L2A,PI548575,L3
L3,PI548573,Harosoy (5) x S54-1207
L3-2991,PI153243,PI157434
L34-12,0,0
L34-42,0,0
L34-432,0,0
L34-45,0,0
L34-506,0,0
L34R12,0,0
L35-12,PI548378,PI548365
L35506SN,0,0
L359505CN,0,0
L35950CN x 5468812-13-01,L359505CN,5468812-13-01
L36-12,PI548378,PI548383
L36-13,0,0
L36-23,0,0
L3-6424,C171,PI548314
L36-5,PI548378,PI548383
L36-553,PI548378,PI548365
L36-685,PI548378,PI548383
L36-690,PI548378,PI548383
L3-6693,L37-1355,C167
L36-700,PI548378,PI548383
L3-6715,L37-1355,C171
L36-720,PI548378,PI548383
L3-6823,PI548400,PI153243
L37-1087,PI157434,PI548162
L37-1111,PI157434,T57
L37-1160,PI157434,PI548162
L37-1280,0,0
L37-1355,0,0
L37-1355 x Macoupin,L37-1355,PI548364
L37-923,0,0
L4,C1128 (6) x S54-1207,C1128 (6) x H21162
L40-4217,PI548631,Williams x PI88788
L41/6,0,0
L41/6 x Hodgson 78,L41/6,PI548581
L4-1437,PI548362,0
L4-1845,PI548362,0
L4-275,PI548362,0
L4-3129,PI548362,0
L4-3180,PI548362,0
L43-1927,PI235335,PI548406
L43-2010,C167,L37-1355
L43-2014,C167,L37-1355
L43-2140,PI548314,L37-1355
L43-2142,PI548314,L37-1355
L43-2213,PI548314,PI548169
L43-2259,PI548314,PI548410
L43-2509,PI548406,C171
L43-2692,PI153243,Dunfield x T117
L43-2904,PI153243,PI548169
L43-2921,PI153243,PI548169
L43-2926,PI153243,PI548169
L43-2991,PI153243,PI157434
L43-2993,PI153243,PI157434
L43-3088,PI153243,PI548410
L43-3110,PI153243,PI548410
L43-3213,PI153243,PI548410
L43-3279,PI153243,PI548376
L43-3313,PI153243,PI157434
L43-3392,PI153243,PI548376
L43-3427,PI548410,PI235335
L43-3516,PI548381,PI153243
L43-3518,Mount Carmel,C171
L43-3823,PI548400,PI153243
L43-6424,C171,PI548314
L43-6443,C171,L37-1355
L43-6444,C171,L37-1355
L43-6523,PI548400,PI153243
L43-6527,PI548169,C171
L43-6532,PI548169,C171
L43-6552,PI548169,C171
L43-6587,PI548376,L37-1355
L43-6640,PI548364,Mount Carmel
L43-6663,L37-1355,PI548410
L43-6693,L37-1355,C167
L43-6715,L37-1355,C171
L43-6742,PI548314,L37-1355
L43-6764,PI548314,PI153243
L43-6816,PI548400,PI153243
L43-6893,Mount Carmel,C171
L43-7437,PI153243,PI548369
L43-7494,PI548411,PI548406
L43-8417,PI548314,PI548406
L43-8642,PI548406,PI548410
L4-401,PI548362,0
L44-1219,PI548362,Lincoln x Richland
L44-1458,PI548362,Lincoln x Richland
L44-3723,PI548362,Lincoln x Richland
L44-6032,PI548314,Macoupin x Chief
L44-6238,L37-1355,Macoupin x L7-1355
L44-6259,L37-1355,Macoupin x L7-1355
L44-6271,L37-1355,Macoupin x L7-1355
L44-6290,L37-1355,Macoupin x L7-1355
L44-8015,PI548314,PI548406
L44-8066,PI548411,L37-1355
L44-8090,PI548411,PI548369
L45276CN,0,0
L46-1152,PI548362,Lincoln x Richland
L46-1503,PI548362,Lincoln x Richland
L46-1503-4,PI548362,Lincoln (5) x Richland
L46-1656,PI548362,Lincoln x Richland
L46-1744,PI548362,Lincoln x Richland
L46-1776,PI548362,Lincoln x Richland
L46-2132,PI548362,Lincoln x Richland
L46-2132 x (Clark x Kanrich),L46-2132,Clark x Kanrich
L46-2132-1,PI548362,Lincoln x Richland
L46-2132-A1,PI548362,Lincoln x Richland
L46-2132-A14,PI548362,Lincoln x Richland
L46-2132-A7,PI548362,Lincoln x Richland
L46-5002,C143,PI548362
L46-5605,PI548362,PI548406
L46-5658,PI548362,PI548406
L46-5679,PI548362,PI548406
L46-5680,PI548362,PI548406
L46-5683,PI548362,PI548406
L46-5698,PI548362,PI548406
L46-8091,PI548362,Lincoln x Richland
L46-8144,PI548362,PI548406
L46-8148,PI548362,PI548406
L46-8174,PI548362,Lincoln x Richland
L46-8179,PI548362,Lincoln x Richland
L46-8182,PI548362,Lincoln x Richland
L46-8474,PI548362,Lincoln x Richland
L46-8477,PI548362,Lincoln x Richland
L46-8622,PI548362,Lincoln x Richland
L47-1287,PI548362,Lincoln x Richland
L47435L,0,0
L47549L,0,0
L477830,0,0
L48-10755,PI548362,Lincoln x C171
L48-10778,PI548362,Lincoln x C171
L48-10780,PI548362,Lincoln x C171
L48-10879,PI548362,Lincoln x Macoupin
L48-10904,PI548362,Lincoln x Macoupin
L48-10934,PI548362,Lincoln x Macoupin
L48-10946,PI548362,Lincoln x Macoupin
L48-10952,PI548362,Lincoln x Macoupin
L48-10970,PI548362,Lincoln x Macoupin
L48-6797,PI548362,PI548406
L48-6852,PI548362,PI548406
L48-7289,PI548411,PI548406
L49-1003,0,0
L49-3270,PI548362,Lincoln x Richland
L49-4091,Lincoln (2) x Richland,Lincoln x CNS
L49-4091 x Clark,L49-4091,PI548533
L49-4091 x Clark (2),L49-4091 x Clark,PI548533
L49-4091 x Clark (3),L49-4091 x Clark (2),PI548533
L49-4091 x Clark (4),L49-4091 x Clark (3),PI548533
L49-4091 x Clark (5),L49-4091 x Clark (4),PI548533
L49-4091 x Clark (6),L49-4091 x Clark (5),PI548533
L49-4091 x Clark (7),L49-4091 x Clark (6),PI548533
L49-4091 x L46-2132-1,L49-4091,L46-2132
L49-4196,Lincoln (2) x Richland,Lincoln x CNS
L49-4196-12,Lincoln (2) x Richland,Lincoln x CNS
L49-4197,Lincoln (2) x Richland,Lincoln x CNS
L49-5142,PI548362,Lincoln x Richland
L5,PI548574,Shelby (6) x L49-4091
L501332,0,0
L501333,0,0
L501351,0,0
L54-1053,PI548516,PI548311
L54-1055,PI548516,PI548311
L54-1069,PI548516,PI548572
L54-1109,PI68521,L46-1152
L54-8054,PI548516,PI548311
L56-2081,PI548577,L46-1503
L57-0005,L46-2132,PI548502
L57-0009,L46-2132,PI548502
L57-0011,L46-2132,PI548502
L57-0025,L46-2132,PI548502
L57-0034,L46-2132,PI548502
L57-0035,PI548533,PI548502
L57-163,0,0
L57-2206,L49-4091,PI548533
L57-2228,L49-4091,PI548533
L57-2276,L49-4091,PI548533
L57-2322,L49-4091,PI548533
L57-2324,L49-4091,PI548533
L57-2386,L49-4091,PI548533
L57-2396,L49-4091,PI548533
L57-2505,L49-4091,PI548574
L57-2702,PI235335,PI548406
L57-2705,PI235335,PI548406
L57-2883,L46-2132,PI548502
L57-2918,PI548577,L48-7289
L57-2971,PI548577,PI548603
L57-2974,L48-7289,PI548502
L57-3033,PI548502,L46-1503
L57-3104,LX1061-9,PI548603
L57-3116,FC33243,PI548603
L57-738,PI548573,Harosoy (6) x Blackhawk
L57-9622,LX1061-9,L49-4196
L57-9668,PI548577,PI548656
L57-9691,PI548577,PI548656
L57-9775,PI548577,PI548656
L57-9777,PI548577,PI548656
L57-9809,PI548577,PI548656
L57-9819,PI548577,PI548656
L58-122R,PI548533,Clark (3) x (Blackhawk x Clark)
L58-1531R,PI548218,T235 x (Harosoy (5) x Blackhawk)
L58-2080,PI548577,PI548656
L58g-122R,PI548533,Clark (4) x Blackhawk
L58g-1H,PI548573,Harosoy (4) x Blackhawk
L59g-16,C1128,C1128 x S54-1207
L59g-1H,PI548573,Harosoy (6) x (Blackhawk x Harosoy)
L6 (2) x (Laredo x Harosoy),PI547406,L6 x (Laredo x Harosoy)
L6 (2) x Calland,PI547406,L6 x Calland
L6 (2) x Grant,PI547406,L6 x Grant
L6 (2) x Kingwa,PI547406,L6 x Kingwa
L6 (2) x Peking,PI547406,L6 x Peking
L6 (2) x PI157440,PI547406,L6 x PI157440
L6 (2) x PI229342,PI547406,L6 x PI229342
L6 (2) x PI47131,PI547406,L6 x PI47131
L6 (2) x PI81763,PI547406,L6 x PI81763
L6 (2) x PI96983,PI547406,L6 x PI96983
L6 (2) x Seneca,PI547406,L6 x Seneca
L6 (2) x Sooty,PI547406,L6 x Sooty
L6 (2) x Soysota,PI547406,L6 x Soysota
L6 (2) x T135,PI547406,L6 x T135
L6 (2) x T235,PI547406,L6 x T235
L6 (2) x T255,PI547406,L6 x T255
L6 (2) x T259H,PI547406,L6 x T259H
L6 (2) x T260H,PI547406,L6 x T260H
L6 (2) x T264,PI547406,L6 x T264
L6 (2) x T93,PI547406,L6 x T93
L6 (3) x (Laredo x Harosoy),PI547406,L6 (2) x (Laredo x Harosoy)
L6 (3) x Calland,PI547406,L6 (2) x Calland
L6 (3) x Grant,PI547406,L6 (2) x Grant
L6 (3) x Kingwa,PI547406,L6 (2) x Kingwa
L6 (3) x Peking,PI547406,L6 (2) x Peking
L6 (3) x PI157440,PI547406,L6 (2) x PI157440
L6 (3) x PI229342,PI547406,L6 (2) x PI229342
L6 (3) x PI47131,PI547406,L6 (2) x PI47131
L6 (3) x PI81763,PI547406,L6 (2) x PI81763
L6 (3) x PI96983,PI547406,L6 (2) x PI96983
L6 (3) x Seneca,PI547406,L6 (2) x Seneca
L6 (3) x Sooty,PI547406,L6 (2) x Sooty
L6 (3) x Soysota,PI547406,L6 (2) x Soysota
L6 (3) x T135,PI547406,L6 (2) x T135
L6 (3) x T235,PI547406,L6 (2) x T235
L6 (3) x T255,PI547406,L6 (2) x T255
L6 (3) x T259H,PI547406,L6 (2) x T259H
L6 (3) x T260H,PI547406,L6 (2) x T260H
L6 (3) x T264,PI547406,L6 (2) x T264
L6 (3) x T93,PI547406,L6 (2) x T93
L6 (4) x (Laredo x Harosoy),PI547406,L6 (3) x (Laredo x Harosoy)
L6 (4) x Calland,PI547406,L6 (3) x Calland
L6 (4) x Grant,PI547406,L6 (3) x Grant
L6 (4) x Kingwa,PI547406,L6 (3) x Kingwa
L6 (4) x Peking,PI547406,L6 (3) x Peking
L6 (4) x PI157440,PI547406,L6 (3) x PI157440
L6 (4) x PI229342,PI547406,L6 (3) x PI229342
L6 (4) x PI47131,PI547406,L6 (3) x PI47131
L6 (4) x PI81763,PI547406,L6 (3) x PI81763
L6 (4) x PI96983,PI547406,L6 (3) x PI96983
L6 (4) x Seneca,PI547406,L6 (3) x Seneca
L6 (4) x Sooty,PI547406,L6 (3) x Sooty
L6 (4) x Soysota,PI547406,L6 (3) x Soysota
L6 (4) x T135,PI547406,L6 (3) x T135
L6 (4) x T235,PI547406,L6 (3) x T235
L6 (4) x T255,PI547406,L6 (3) x T255
L6 (4) x T259H,PI547406,L6 (3) x T259H
L6 (4) x T260H,PI547406,L6 (3) x T260H
L6 (4) x T264,PI547406,L6 (3) x T264
L6 (4) x T93,PI547406,L6 (3) x T93
L6 (5) x (Laredo x Harosoy),PI547406,L6 (4) x (Laredo x Harosoy)
L6 (5) x Calland,PI547406,L6 (4) x Calland
L6 (5) x Grant,PI547406,L6 (4) x Grant
L6 (5) x Kingwa,PI547406,L6 (4) x Kingwa
L6 (5) x Peking,PI547406,L6 (4) x Peking
L6 (5) x PI157440,PI547406,L6 (4) x PI157440
L6 (5) x PI229342,PI547406,L6 (4) x PI229342
L6 (5) x PI47131,PI547406,L6 (4) x PI47131
L6 (5) x PI81763,PI547406,L6 (4) x PI81763
L6 (5) x PI96983,PI547406,L6 (4) x PI96983
L6 (5) x Seneca,PI547406,L6 (4) x Seneca
L6 (5) x Sooty,PI547406,L6 (4) x Sooty
L6 (5) x Soysota,PI547406,L6 (4) x Soysota
L6 (5) x T135,PI547406,L6 (4) x T135
L6 (5) x T235,PI547406,L6 (4) x T235
L6 (5) x T255,PI547406,L6 (4) x T255
L6 (5) x T259H,PI547406,L6 (4) x T259H
L6 (5) x T260H,PI547406,L6 (4) x T260H
L6 (5) x T264,PI547406,L6 (4) x T264
L6 (5) x T93,PI547406,L6 (4) x T93
L6 (6) x Seneca,PI547406,L6 (5) x Seneca
L6 (6) x T264,PI547406,L6 (5) x T264
L6 x (Clark (5) x Chief),PI547406,Clark (5) x Chief
L6 x (L63-3117 (4) x PI229342),PI547406,L63-3117 (4) x PI229342
L6 x (Laredo x Harosoy),PI547406,Laredo x Harosoy
L6 x Calland,PI547406,PI548527
L6 x Grant,PI547406,PI548568
L6 x Kingwa,PI547406,PI548359
L6 x L63-1889,PI547406,PI547419
L6 x Peking,PI547406,PI297543
L6 x PI157440,PI547406,PI157440
L6 x PI229342,PI547406,PI229342
L6 x PI47131,PI547406,PI47131
L6 x PI81763,PI547406,PI81763
L6 x PI96983,PI547406,PI96983
L6 x Seneca,PI547406,PI548411
L6 x Sooty,PI547406,PI548415
L6 x Soysota,PI547406,PI548417
L6 x T135,PI547406,PI548172
L6 x T235,PI547406,PI548218
L6 x T255,PI547406,PI548232
L6 x T259H,PI547406,PI548236
L6 x T260H,PI547406,PI548237
L6 x T264,PI547406,PI548241
L6 x T93,PI547406,PI548164
L6/3,0,0
L6/3 x Hodgson 78,L6/3,PI548581
L60-1312,PI548574,PI548533
L60-1327,PI548574,PI548533
L60-1331,PI548574,PI548533
L60-1385,PI548577,PI548656
L60-20,PI548530,Chippewa (5) x Blackhawk
L60-283,PI548586,Kent (2) x L57-9622
L60-347-1-60-2B,PI548573,PI548342
L60-347-4-4G-2-B,PI548573,PI548342
L60-347-4-4G-2-B x Vinton,L60-347-4-4G-2-B,PI548618
L60-347-4-4G-2-B x Vinton (2),L60-347-4-4G-2-B x Vinton,PI548618
L60-347-4-4G-2-B x Vinton (3),L60-347-4-4G-2-B x Vinton (2),PI548618
L60-347-4-4G-2-B x Vinton (4),L60-347-4-4G-2-B x Vinton (3),PI548618
L60-9H,PI548533,Clark (7) x Blackhawk
L61-1112,PI548533,Clark (2) x T117
L61-1884,PI548589,Lindarin (2) x L58-2080
L61-2193,PI548414,PI548533
L61-2196,PI548414,PI548533
L61-344,PI548573,Harosoy (5) x T117
L61-987,PI548573,Harosoy (3) x PI86024
L62-1055,PI548533,Clark (5) x T201
L62-1161,PI548533,Clark (3) x T117
L62-1208,PI548533,Clark (4) x T117
L6-2132 x Dortchsoy 2,L46-2132,Dortchsoy #2
L62-1380,PI548533,Clark (5) x T145
L62-1547,PI548533,Clark (5) x T204
L62-1926,PI548533,Clark (5) x T245
L62-2257,PI548414,PI548533
L62-2328,PI548414,PI548533
L62-344,PI548573,Harosoy (5) x T117
L62-361,PI548573,Harosoy (5) x T117
L62-535,PI548573,Harosoy (5) x T145
L62-535 x Harosoy 63,L62-535,PI548575
L62-535 x L62-801,L62-535,PI547683
L62-535 x L63-1212,L62-535,PI547690
L63-0007-1,PI548573,Harosoy x PI84946-2
L63-0007-2,PI548573,Harosoy x PI84946-2
L63-0007-3,PI548573,Harosoy x PI84946-2
L63-0007-4,PI548573,Harosoy x PI84946-2
L63-0071-1,0,0
L63-0071-2,0,0
L63-0071-4,0,0
L63-0096-1,PI548533,Clark x PI84946-2
L63-0097-C3-1,PI548533,Clark x PI84946-2
L63-0113,PI548533,Clark (3) x PI84946-2
L63-0123,PI548533,Clark (3) x PI84946-2
L63-01236,PI548533,Clark (3) x PI84946-2
L63-0123-C5-2,PI548533,Clark (3) x PI84946-2
L63-1212 x Harosoy 63,PI547690,PI548575
L63-3117 (2) x L64-4830,PI547423,L63-3117 x L64-4830
L63-3117 (2) x PI229342,PI547423,L63-3117 x PI229342
L63-3117 (2) x PI317334B,PI547423,L63-3117 x PI317334B
L63-3117 (2) x PI65388,PI547423,L63-3117 x PI65388
L63-3117 (3) x L64-4830,PI547423,L63-3117 (2) x L64-4830
L63-3117 (3) x PI229342,PI547423,L63-3117 (2) x PI229342
L63-3117 (3) x PI317334B,PI547423,L63-3117 (2) x PI317334B
L63-3117 (3) x PI65388,PI547423,L63-3117 (2) x PI65388
L63-3117 (4) x L64-4830,PI547423,L63-3117 (3) x L64-4830
L63-3117 (4) x PI229342,PI547423,L63-3117 (3) x PI229342
L63-3117 (4) x PI317334B,PI547423,L63-3117 (3) x PI317334B
L63-3117 (4) x PI65388,PI547423,L63-3117 (3) x PI65388
L63-3117 (5) x L64-4830,PI547423,L63-3117 (4) x L64-4830
L63-3117 (5) x PI317334B,PI547423,L63-3117 (4) x PI317334B
L63-3117 (5) x PI65388,PI547423,L63-3117 (4) x PI65388
L63-3117 x L64-4830,PI547423,PI547769
L63-3117 x PI229342,PI547423,PI229342
L63-3117 x PI317334B,PI547423,PI317334B
L63-3117 x PI65388,PI547423,PI65388
L63-3297 x Clark 63,PI547424,PI548532
L63-3297 x L62-1579,PI547424,PI547413
L63-3297 x L62-1686,PI547424,PI547415
L63-3534,Clark (6) x T201,Clark (6) x T145
L63-971,PI548573,Harosoy (5) x T139
L64-1437,0,0
L64-1477,0,0
L64-2671,0,0
L64-2671 x Maple Presto,L64-2671,PI548594
L64-2671 x Maple Presto (2),L64-2671 x Maple Presto,PI548594
L64-2671 x Maple Presto (3),L64-2671 x Maple Presto (2),PI548594
L64-2671 x Maple Presto (4),L64-2671 x Maple Presto (3),PI548594
L64-2671 x Maple Presto (5),L64-2671 x Maple Presto (4),PI548594
L64-2671 x Maple Presto (6),L64-2671 x Maple Presto (5),PI548594
L64-4149,PI548573,Harosoy (5) x T175
L65-1324,PI548628,Wayne x L62-1926
L65-1342,PI548628,Wayne x L62-1926
L65-1354,PI548628,Wayne x L62-1926
L65-1376,PI548628,Wayne x L62-1926
L65-1385,PI548628,Wayne x L62-1926
L65-1914 (2) x T16,PI547473,L65-1914 x T16
L65-1914 (3) x T16,PI547473,L65-1914 (2) x T16
L65-1914 (4) x T16,PI547473,L65-1914 (3) x T16
L65-1914 x T16,PI547473,PI548158
L65-4050,PI548628,Wayne (5) x Clark 63
L65-4050 x L62-1547,L65-4050,L62-1547
L65-600 (2) x T117,PI547470,L65-600 x T117
L65-600 (3) x T117,PI547470,L65-600 (2) x T117
L65-600 (4) x T117,PI547470,L65-600 (3) x T117
L65-600 (5) x T117,PI547470,L65-600 (4) x T117
L65-600 x T117,PI547470,PI548169
L65-701 (2) x PI196166,PI547471,L65-701 x PI196166
L65-701 (3) x PI196166,PI547471,L65-701 (2) x PI196166
L65-701 (4) x PI196166,PI547471,L65-701 (3) x PI196166
L65-701 (5) x PI196166,PI547471,L65-701 (4) x PI196166
L65-701 x PI196166,PI547471,PI196166
L660,0,0
L66-1322,Hawkeye x Lee,Hawkeye x Lee
L66-1322-1,Hawkeye x Lee,Hawkeye x Lee
L66-1324,Hawkeye x Lee,Hawkeye x Lee
L66-1359,PI548628,L57-0034
L66-14 (2) x Black Eyebrow,PI547474,L66-14 x Black Eyebrow
L66-14 (3) x Black Eyebrow,PI547474,L66-14 (2) x Black Eyebrow
L66-14 (4) x Black Eyebrow,PI547474,L66-14 (3) x Black Eyebrow
L66-14 (5) x Black Eyebrow,PI547474,L66-14 (4) x Black Eyebrow
L66-14 x Black Eyebrow,PI547474,PI438486
L66-1420,PI548628,L57-9819
L66-1448,PI548532,L57-9819
L66-2004,PI548533,Clark (2) x Peking
L66-503,PI547416,PI547431
L66-867,L10 (6) x L62-1055,L10 (6) x L62-1380
L66-932,L10 (6) x L62-1055,L10 (6) x L62-1380
L66-945,PI548628,Wayne (4) x L11
L66L-1322-1,0,0
L66L-137,PI548628,L57-0034
L66L-140,PI548628,L57-0034
L66L-144,PI548628,L57-0034
L66L-154,PI548628,L57-0034
L66L-177,PI548628,L57-9819
L66L-186,PI548628,L57-9819
L66L-191,PI548628,L57-9819
L66L-238,PI548628,L57-9819
L66L-257,PI548532,L57-9819
L66L-262,PI548532,L57-9819
L66L-263,PI548532,L57-9819
L66L-276,PI548532,L57-9819
L66L-285,PI548532,L57-9819
L66L-287,PI548532,L57-9819
L66L-299,PI548532,L57-9819
L66L-307,PI548532,L57-9819
L66L-310,PI548532,L57-9819
L66L-314,PI548532,L57-9819
L66L-317,PI548532,L57-9819
L66L-333,PI548532,L57-9819
L66L-347,PI548532,L57-9819
L67-1397,0,0
L67-153 x Maple Presto,PI547729,PI548594
L67-153 x Maple Presto (2),L67-153 x Maple Presto,PI548594
L67-153 x Maple Presto (3),L67-153 x Maple Presto (2),PI548594
L67-153 x Maple Presto (4),L67-153 x Maple Presto (3),PI548594
L67-153 x Maple Presto (5),L67-153 x Maple Presto (4),PI548594
L67-153 x Maple Presto (6),L67-153 x Maple Presto (5),PI548594
L67-248,PI548573,Harosoy (5) x Higan
L67-3391,PI548378,Mandarin x AK Harrow
L67-3469 (2) x Sooty,PI547438,L67-3469 x Sooty
L67-3469 (3) x Sooty,PI547438,L67-3469 (2) x Sooty
L67-3469 (4) x Sooty,PI547438,L67-3469 (3) x Sooty
L67-3469 (5) x Sooty,PI547438,L67-3469 (4) x Sooty
L67-3469 x Sooty,PI547438,PI548415
L67-3472 x PI47131,PI547491,PI47131
L67-3484 (2) x Ogemaw,PI547494,L67-3484 x Ogemaw
L67-3484 (2) x PI91073,PI547494,L67-3484 x PI91073
L67-3484 (3) x Ogemaw,PI547494,L67-3484 (2) x Ogemaw
L67-3484 (3) x PI91073,PI547494,L67-3484 (2) x PI91073
L67-3484 (4) x Ogemaw,PI547494,L67-3484 (3) x Ogemaw
L67-3484 (4) x PI91073,PI547494,L67-3484 (3) x PI91073
L67-3484 (5) x Ogemaw,PI547494,L67-3484 (4) x Ogemaw
L67-3484 (5) x PI91073,PI547494,L67-3484 (4) x PI91073
L67-3484 x (L65-1914 (4) x T16),PI547494,L65-1914 (4) x T16
L67-3484 x Ogemaw,PI547494,PI548395
L67-3484 x PI91073,PI547494,PI91073
L67-3526,Wayne (6) x Clark 63,Wayne (4) x L63-3534
L67-3542 x SL12,PI547802,SL12
L67-3544,PI547798,Wayne (4) x L11
L67-3544 (2) x Merit,L67-3544,L67-3544 x Merit
L67-3544 (3) x Merit,L67-3544,L67-3544 (2) x Merit
L67-3544 x Merit,L67-3544,PI548545
L67-3550,PI547798,Wayne (4) x L11
L67-3550 (2) x Merit,L67-3550,L67-3550 x Merit
L67-3550 x Merit,L67-3550,PI548545
L67-533,PI548533,Clark (5) x Higan
L67-553,0,0
L67-5816,PI548532,L62-2257
L67-5860,PI548532,L62-2328
L67-592 x L62-1251,PI547483,PI547409
L67-6301,PI548533,Clark (5) x PI84946-2
L67-6330,PI547406,Clark (5) x PI84946-2
L67D-1013,PI548551,PI548550
L67D-1030,PI548551,PI548550
L67D-1036,PI548551,PI548550
L67D-1220,PI548551,PI548550
L67D-1249,PI548551,PI548550
L67D-1803,PI548608,PI548550
L67D-1812,PI548608,PI548550
L67D-334,PI548531,PI548540
L67D-423,PI548531,PI548540
L67D423-1,PI548531,PI548540
L67D-612,PI548531,PI548540
L67D-805,PI548551,PI548550
L67D-939,PI548551,PI548550
L67D-942,PI548551,PI548550
L67D-944,PI548551,PI548550
L67D-950,PI548551,PI548550
L67L-113,C1128,L58-2080
L67L-172,0,0
L67U-1111,PI548551,PI548550
L67U-1446,PI548608,PI548553
L67U-1546,PI548608,PI548553
L67U-1615,PI548608,PI548553
L67U-1621,PI548608,PI548553
L67U-1630,PI548608,PI548553
L67U-1643,PI548608,PI548553
L67U175-18-13,PI548531,PI548540
L67U-1806,PI548608,PI548550
L67U181-6-18,PI548531,PI548540
L67U-1827,PI548608,PI548550
L67U-1842,PI548608,PI548550
L67U-312,PI548531,PI548540
L67U-326,PI548531,PI548540
L67U-440,PI548531,PI548540
L67U-6130,PI548608,PI548553
L68-0017,PI548573,Harosoy x PI84946-2
L68-0107,PI548573,Harosoy (3) x PI84946-2
L68-0376,PI548533,Clark x PI84946-2
L68-0417,PI548533,Clark (4) x Higan
L68-0423,PI548533,Clark (4) x Higan
L68-0429,PI548533,Clark (4) x PI84946-2
L68-0433,PI548533,Clark (4) x Higan
L68-2063 (2) x (Laredo x Harosoy),PI547505,L68-2063 x (Laredo x Harosoy)
L68-2063 (3) x (Laredo x Harosoy),PI547505,L68-2063 (2) x (Laredo x Harosoy)
L68-2063 (4) x (Laredo x Harosoy),PI547505,L68-2063 (3) x (Laredo x Harosoy)
