Geno,F,M
DS11.30100,IA3023,LG05.4832
DS11.30101,IA3023,LG05.4832
DS11.30102,IA3023,LG05.4832
DS11.30103,IA3023,LG05.4832
DS11.30105,IA3023,LG05.4832
DS11.30106,IA3023,LG05.4832
DS11.30107,IA3023,LG05.4832
DS11.30108,IA3023,LG05.4832
DS11.30109,IA3023,LG05.4832
DS11.30110,IA3023,LG05.4832
DS11.30111,IA3023,LG05.4832
DS11.30112,IA3023,LG05.4832
DS11.30113,IA3023,LG05.4832
DS11.30114,IA3023,LG05.4832
DS11.30115,IA3023,LG05.4832
DS11.30116,IA3023,LG05.4832
DS11.30118,IA3023,LG05.4832
DS11.30119,IA3023,LG05.4832
DS11.30120,IA3023,LG05.4832
DS11.30121,IA3023,LG05.4832
DS11.30122,IA3023,LG05.4832
DS11.30124,IA3023,LG05.4832
DS11.30125,IA3023,LG05.4832
DS11.30126,IA3023,LG05.4832
DS11.30127,IA3023,LG05.4832
DS11.30128,IA3023,LG05.4832
DS11.30131,IA3023,LG05.4832
DS11.30132,IA3023,LG05.4832
DS11.30133,IA3023,LG05.4832
DS11.30134,IA3023,LG05.4832
DS11.30137,IA3023,LG05.4832
DS11.30138,IA3023,LG05.4832
DS11.30139,IA3023,LG05.4832
DS11.30142,IA3023,LG05.4832
DS11.30143,IA3023,LG05.4832
DS11.30144,IA3023,LG05.4832
DS11.30145,IA3023,LG05.4832
DS11.30146,IA3023,LG05.4832
DS11.30147,IA3023,LG05.4832
DS11.30153,IA3023,LG05.4832
DS11.30155,IA3023,LG05.4832
DS11.30156,IA3023,LG05.4832
DS11.30157,IA3023,LG05.4832
DS11.30158,IA3023,LG05.4832
DS11.30159,IA3023,LG05.4832
DS11.30160,IA3023,LG05.4832
DS11.30161,IA3023,LG05.4832
DS11.30162,IA3023,LG05.4832
DS11.30163,IA3023,LG05.4832
DS11.30165,IA3023,LG05.4832
DS11.30166,IA3023,LG05.4832
DS11.30167,IA3023,LG05.4832
DS11.30169,IA3023,LG05.4832
DS11.30171,IA3023,LG05.4832
DS11.30172,IA3023,LG05.4832
DS11.30173,IA3023,LG05.4832
DS11.30177,IA3023,LG05.4832
DS11.30179,IA3023,LG05.4832
DS11.30181,IA3023,LG05.4832
DS11.30182,IA3023,LG05.4832
DS11.30190,IA3023,LG05.4832
DS11.30191,IA3023,LG05.4832
DS11.31001,IA3023,PI602995
DS11.31003,IA3023,PI602995
DS11.31004,IA3023,PI602995
DS11.31005,IA3023,PI602995
DS11.31007,IA3023,PI602995
DS11.31008,IA3023,PI602995
DS11.31009,IA3023,PI602995
DS11.31011,IA3023,PI602995
DS11.31013,IA3023,PI602995
DS11.31014,IA3023,PI602995
DS11.31015,IA3023,PI602995
DS11.31016,IA3023,PI602995
DS11.31017,IA3023,PI602995
DS11.31018,IA3023,PI602995
DS11.31019,IA3023,PI602995
DS11.31020,IA3023,PI602995
DS11.31021,IA3023,PI602995
DS11.31022,IA3023,PI602995
DS11.31023,IA3023,PI602995
DS11.31024,IA3023,PI602995
DS11.31026,IA3023,PI602995
DS11.31027,IA3023,PI602995
DS11.31030,IA3023,PI602995
DS11.31031,IA3023,PI602995
DS11.31032,IA3023,PI602995
DS11.31033,IA3023,PI602995
DS11.31034,IA3023,PI602995
DS11.31037,IA3023,PI602995
DS11.31038,IA3023,PI602995
DS11.31039,IA3023,PI602995
DS11.31040,IA3023,PI602995
DS11.31041,IA3023,PI602995
DS11.31042,IA3023,PI602995
DS11.31044,IA3023,PI602995
DS11.31045,IA3023,PI602995
DS11.31047,IA3023,PI602995
DS11.31048,IA3023,PI602995
DS11.31051,IA3023,PI602995
DS11.31052,IA3023,PI602995
DS11.31053,IA3023,PI602995
DS11.31055,IA3023,PI602995
DS11.31057,IA3023,PI602995
DS11.31059,IA3023,PI602995
DS11.31060,IA3023,PI602995
DS11.31062,IA3023,PI602995
DS11.31063,IA3023,PI602995
DS11.31064,IA3023,PI602995
DS11.31065,IA3023,PI602995
DS11.31066,IA3023,PI602995
DS11.31067,IA3023,PI602995
DS11.31068,IA3023,PI602995
DS11.31069,IA3023,PI602995
DS11.31070,IA3023,PI602995
DS11.31071,IA3023,PI602995
DS11.31072,IA3023,PI602995
DS11.31073,IA3023,PI602995
DS11.31074,IA3023,PI602995
DS11.31075,IA3023,PI602995
DS11.31076,IA3023,PI602995
DS11.31077,IA3023,PI602995
DS11.31078,IA3023,PI602995
DS11.31079,IA3023,PI602995
DS11.31080,IA3023,PI602995
DS11.31082,IA3023,PI602995
DS11.31083,IA3023,PI602995
DS11.31084,IA3023,PI602995
DS11.31086,IA3023,PI602995
DS11.31087,IA3023,PI602995
DS11.31088,IA3023,PI602995
DS11.31089,IA3023,PI602995
DS11.31090,IA3023,PI602995
DS11.31091,IA3023,PI602995
DS11.31092,IA3023,PI602995
DS11.31093,IA3023,PI602995
DS11.31094,IA3023,PI602995
DS11.31095,IA3023,PI602995
DS11.31096,IA3023,PI602995
DS11.31097,IA3023,PI602995
DS11.31098,IA3023,PI602995
DS11.31099,IA3023,PI602995
DS11.31100,IA3023,PI602995
DS11.31101,IA3023,PI602995
DS11.31102,IA3023,PI602995
DS11.31103,IA3023,PI602995
DS11.31104,IA3023,PI602995
DS11.31105,IA3023,PI602995
DS11.31106,IA3023,PI602995
DS11.31107,IA3023,PI602995
DS11.31108,IA3023,PI602995
DS11.31109,IA3023,PI602995
DS11.31110,IA3023,PI602995
DS11.31111,IA3023,PI602995
DS11.31127,IA3023,PI602995
DS11.31128,IA3023,PI602995
DS11.31130,IA3023,PI602995
DS11.31132,IA3023,PI602995
DS11.31141,IA3023,PI602995
DS11.31142,IA3023,PI602995
DS11.31143,IA3023,PI602995
DS11.31144,IA3023,PI602995
DS11.31145,IA3023,PI602995
DS11.31146,IA3023,PI602995
DS11.31147,IA3023,PI602995
DS11.31148,IA3023,PI602995
DS11.31150,IA3023,PI602995
DS11.31151,IA3023,PI602995
DS11.31152,IA3023,PI602995
DS11.31153,IA3023,PI602995
DS11.31155,IA3023,PI602995
DS11.31156,IA3023,PI602995
DS11.31157,IA3023,PI602995
DS11.31158,IA3023,PI602995
DS11.31160,IA3023,PI602995
DS11.31161,IA3023,PI602995
DS11.31165,IA3023,PI602995
DS11.31166,IA3023,PI602995
DS11.31167,IA3023,PI602995
DS11.31168,IA3023,PI602995
DS11.31169,IA3023,PI602995
DS11.31170,IA3023,PI602995
DS11.31171,IA3023,PI602995
DS11.31173,IA3023,PI602995
DS11.31174,IA3023,PI602995
DS11.31175,IA3023,PI602995
DS11.31177,IA3023,PI602995
DS11.31178,IA3023,PI602995
DS11.31183,IA3023,PI602995
DS11.32002,IA3023,PI615553
DS11.32003,IA3023,PI615553
DS11.32004,IA3023,PI615553
DS11.32005,IA3023,PI615553
DS11.32006,IA3023,PI615553
DS11.32007,IA3023,PI615553
DS11.32008,IA3023,PI615553
DS11.32010,IA3023,PI615553
DS11.32011,IA3023,PI615553
DS11.32014,IA3023,PI615553
DS11.32015,IA3023,PI615553
DS11.32016,IA3023,PI615553
DS11.32017,IA3023,PI615553
DS11.32018,IA3023,PI615553
DS11.32019,IA3023,PI615553
DS11.32020,IA3023,PI615553
DS11.32021,IA3023,PI615553
DS11.32022,IA3023,PI615553
DS11.32023,IA3023,PI615553
DS11.32024,IA3023,PI615553
DS11.32025,IA3023,PI615553
DS11.32026,IA3023,PI615553
DS11.32027,IA3023,PI615553
DS11.32029,IA3023,PI615553
DS11.32030,IA3023,PI615553
DS11.32031,IA3023,PI615553
DS11.32032,IA3023,PI615553
DS11.32034,IA3023,PI615553
DS11.32035,IA3023,PI615553
DS11.32036,IA3023,PI615553
DS11.32037,IA3023,PI615553
DS11.32038,IA3023,PI615553
DS11.32039,IA3023,PI615553
DS11.32040,IA3023,PI615553
DS11.32041,IA3023,PI615553
DS11.32042,IA3023,PI615553
DS11.32043,IA3023,PI615553
DS11.32044,IA3023,PI615553
DS11.32045,IA3023,PI615553
DS11.32046,IA3023,PI615553
DS11.32047,IA3023,PI615553
DS11.32048,IA3023,PI615553
DS11.32049,IA3023,PI615553
DS11.32050,IA3023,PI615553
DS11.32051,IA3023,PI615553
DS11.32052,IA3023,PI615553
DS11.32053,IA3023,PI615553
DS11.32055,IA3023,PI615553
DS11.32057,IA3023,PI615553
DS11.32058,IA3023,PI615553
DS11.32059,IA3023,PI615553
DS11.32060,IA3023,PI615553
DS11.32061,IA3023,PI615553
DS11.32062,IA3023,PI615553
DS11.32063,IA3023,PI615553
DS11.32064,IA3023,PI615553
DS11.32065,IA3023,PI615553
DS11.32066,IA3023,PI615553
DS11.32067,IA3023,PI615553
DS11.32068,IA3023,PI615553
DS11.32069,IA3023,PI615553
DS11.32070,IA3023,PI615553
DS11.32072,IA3023,PI615553
DS11.32073,IA3023,PI615553
DS11.32074,IA3023,PI615553
DS11.32075,IA3023,PI615553
DS11.32076,IA3023,PI615553
DS11.32077,IA3023,PI615553
DS11.32096,IA3023,PI615553
DS11.32099,IA3023,PI615553
DS11.32101,IA3023,PI615553
DS11.32102,IA3023,PI615553
DS11.32104,IA3023,PI615553
DS11.32106,IA3023,PI615553
DS11.32109,IA3023,PI615553
DS11.32114,IA3023,PI615553
DS11.32115,IA3023,PI615553
DS11.32116,IA3023,PI615553
DS11.32117,IA3023,PI615553
DS11.32118,IA3023,PI615553
DS11.32119,IA3023,PI615553
DS11.32120,IA3023,PI615553
DS11.32121,IA3023,PI615553
DS11.32122,IA3023,PI615553
DS11.32123,IA3023,PI615553
DS11.32124,IA3023,PI615553
DS11.32126,IA3023,PI615553
DS11.32127,IA3023,PI615553
DS11.32128,IA3023,PI615553
DS11.32129,IA3023,PI615553
DS11.32130,IA3023,PI615553
DS11.32132,IA3023,PI615553
DS11.32133,IA3023,PI615553
DS11.32134,IA3023,PI615553
DS11.32142,IA3023,PI615553
DS11.32143,IA3023,PI615553
DS11.32144,IA3023,PI615553
DS11.32145,IA3023,PI615553
DS11.32147,IA3023,PI615553
DS11.32148,IA3023,PI615553
DS11.32149,IA3023,PI615553
DS11.32150,IA3023,PI615553
DS11.32151,IA3023,PI615553
DS11.32152,IA3023,PI615553
DS11.32153,IA3023,PI615553
DS11.32154,IA3023,PI615553
DS11.32158,IA3023,PI615553
DS11.32160,IA3023,PI615553
DS11.32161,IA3023,PI615553
DS11.32162,IA3023,PI615553
DS11.32163,IA3023,PI615553
DS11.32164,IA3023,PI615553
DS11.32166,IA3023,PI615553
DS11.32167,IA3023,PI615553
DS11.32169,IA3023,PI615553
DS11.32171,IA3023,PI615553
DS11.32175,IA3023,PI615553
DS11.32178,IA3023,PI615553
DS11.32180,IA3023,PI615553
DS11.32182,IA3023,PI615553
DS11.32183,IA3023,PI615553
DS11.32184,IA3023,PI615553
DS11.32185,IA3023,PI615553
DS11.32186,IA3023,PI615553
DS11.32187,IA3023,PI615553
DS11.32189,IA3023,PI615553
DS11.32193,IA3023,PI615553
DS11.32194,IA3023,PI615553
DS11.32195,IA3023,PI615553
DS11.32196,IA3023,PI615553
DS11.32197,IA3023,PI615553
DS11.32198,IA3023,PI615553
DS11.32200,IA3023,PI615553
DS11.32202,IA3023,PI615553
DS11.32204,IA3023,PI615553
DS11.32206,IA3023,PI615553
DS11.32210,IA3023,PI615553
DS11.32211,IA3023,PI615553
DS11.33001,IA3023,PI633730
DS11.33002,IA3023,PI633730
DS11.33005,IA3023,PI633730
DS11.33006,IA3023,PI633730
DS11.33007,IA3023,PI633730
DS11.33008,IA3023,PI633730
DS11.33009,IA3023,PI633730
DS11.33010,IA3023,PI633730
DS11.33011,IA3023,PI633730
DS11.33012,IA3023,PI633730
DS11.33014,IA3023,PI633730
DS11.33015,IA3023,PI633730
DS11.33017,IA3023,PI633730
DS11.33019,IA3023,PI633730
DS11.33020,IA3023,PI633730
DS11.33021,IA3023,PI633730
DS11.33022,IA3023,PI633730
DS11.33023,IA3023,PI633730
DS11.33024,IA3023,PI633730
DS11.33025,IA3023,PI633730
DS11.33026,IA3023,PI633730
DS11.33027,IA3023,PI633730
DS11.33028,IA3023,PI633730
DS11.33030,IA3023,PI633730
DS11.33031,IA3023,PI633730
DS11.33033,IA3023,PI633730
DS11.33034,IA3023,PI633730
DS11.33035,IA3023,PI633730
DS11.33036,IA3023,PI633730
DS11.33038,IA3023,PI633730
DS11.33039,IA3023,PI633730
DS11.33042,IA3023,PI633730
DS11.33043,IA3023,PI633730
DS11.33044,IA3023,PI633730
DS11.33047,IA3023,PI633730
DS11.33049,IA3023,PI633730
DS11.33050,IA3023,PI633730
DS11.33051,IA3023,PI633730
DS11.33052,IA3023,PI633730
DS11.33053,IA3023,PI633730
DS11.33054,IA3023,PI633730
DS11.33057,IA3023,PI633730
DS11.33058,IA3023,PI633730
DS11.33059,IA3023,PI633730
DS11.33060,IA3023,PI633730
DS11.33061,IA3023,PI633730
DS11.33062,IA3023,PI633730
DS11.33064,IA3023,PI633730
DS11.33065,IA3023,PI633730
DS11.33070,IA3023,PI633730
DS11.33072,IA3023,PI633730
DS11.33073,IA3023,PI633730
DS11.33074,IA3023,PI633730
DS11.33075,IA3023,PI633730
DS11.33076,IA3023,PI633730
DS11.33077,IA3023,PI633730
DS11.33078,IA3023,PI633730
DS11.33080,IA3023,PI633730
DS11.33081,IA3023,PI633730
DS11.33082,IA3023,PI633730
DS11.33083,IA3023,PI633730
DS11.33084,IA3023,PI633730
DS11.33085,IA3023,PI633730
DS11.33086,IA3023,PI633730
DS11.33087,IA3023,PI633730
DS11.33088,IA3023,PI633730
DS11.33089,IA3023,PI633730
DS11.33090,IA3023,PI633730
DS11.33091,IA3023,PI633730
DS11.33094,IA3023,PI633730
DS11.33096,IA3023,PI633730
DS11.33098,IA3023,PI633730
DS11.33099,IA3023,PI633730
DS11.33104,IA3023,PI633730
DS11.33105,IA3023,PI633730
DS11.33106,IA3023,PI633730
DS11.33107,IA3023,PI633730
DS11.33108,IA3023,PI633730
DS11.33109,IA3023,PI633730
DS11.33110,IA3023,PI633730
DS11.33111,IA3023,PI633730
DS11.33113,IA3023,PI633730
DS11.33114,IA3023,PI633730
DS11.33115,IA3023,PI633730
DS11.33116,IA3023,PI633730
DS11.33119,IA3023,PI633730
DS11.33120,IA3023,PI633730
DS11.33121,IA3023,PI633730
DS11.33122,IA3023,PI633730
DS11.33123,IA3023,PI633730
DS11.33125,IA3023,PI633730
DS11.33127,IA3023,PI633730
DS11.33128,IA3023,PI633730
DS11.33129,IA3023,PI633730
DS11.33131,IA3023,PI633730
DS11.33132,IA3023,PI633730
DS11.33134,IA3023,PI633730
DS11.33135,IA3023,PI633730
DS11.33136,IA3023,PI633730
DS11.33137,IA3023,PI633730
DS11.33143,IA3023,PI633730
DS11.33144,IA3023,PI633730
DS11.33145,IA3023,PI633730
DS11.33147,IA3023,PI633730
DS11.33148,IA3023,PI633730
DS11.33149,IA3023,PI633730
DS11.33154,IA3023,PI633730
DS11.33159,IA3023,PI633730
DS11.33160,IA3023,PI633730
DS11.33161,IA3023,PI633730
DS11.33166,IA3023,PI633730
DS11.33167,IA3023,PI633730
DS11.33168,IA3023,PI633730
DS11.33169,IA3023,PI633730
DS11.33170,IA3023,PI633730
DS11.33171,IA3023,PI633730
DS11.33172,IA3023,PI633730
DS11.33173,IA3023,PI633730
DS11.33174,IA3023,PI633730
DS11.33175,IA3023,PI633730
DS11.33176,IA3023,PI633730
DS11.33177,IA3023,PI633730
DS11.33178,IA3023,PI633730
DS11.33181,IA3023,PI633730
DS11.33182,IA3023,PI633730
DS11.33185,IA3023,PI633730
DS11.33186,IA3023,PI633730
DS11.33187,IA3023,PI633730
DS11.33188,IA3023,PI633730
DS11.33189,IA3023,PI633730
DS11.33190,IA3023,PI633730
DS11.33198,IA3023,PI633730
DS11.33202,IA3023,PI633730
DS11.33211,IA3023,PI633730
DS11.34001,IA3023,PI633731
DS11.34002,IA3023,PI633731
DS11.34003,IA3023,PI633731
DS11.34004,IA3023,PI633731
DS11.34005,IA3023,PI633731
DS11.34006,IA3023,PI633731
DS11.34008,IA3023,PI633731
DS11.34009,IA3023,PI633731
DS11.34010,IA3023,PI633731
DS11.34011,IA3023,PI633731
DS11.34012,IA3023,PI633731
DS11.34013,IA3023,PI633731
DS11.34014,IA3023,PI633731
DS11.34015,IA3023,PI633731
DS11.34016,IA3023,PI633731
DS11.34017,IA3023,PI633731
DS11.34018,IA3023,PI633731
DS11.34019,IA3023,PI633731
DS11.34022,IA3023,PI633731
DS11.34023,IA3023,PI633731
DS11.34024,IA3023,PI633731
DS11.34027,IA3023,PI633731
DS11.34028,IA3023,PI633731
DS11.34029,IA3023,PI633731
DS11.34030,IA3023,PI633731
DS11.34032,IA3023,PI633731
DS11.34033,IA3023,PI633731
DS11.34035,IA3023,PI633731
DS11.34036,IA3023,PI633731
DS11.34037,IA3023,PI633731
DS11.34041,IA3023,PI633731
DS11.34042,IA3023,PI633731
DS11.34044,IA3023,PI633731
DS11.34049,IA3023,PI633731
DS11.34050,IA3023,PI633731
DS11.34051,IA3023,PI633731
DS11.34052,IA3023,PI633731
DS11.34053,IA3023,PI633731
DS11.34054,IA3023,PI633731
DS11.34055,IA3023,PI633731
DS11.34056,IA3023,PI633731
DS11.34057,IA3023,PI633731
DS11.34058,IA3023,PI633731
DS11.34059,IA3023,PI633731
DS11.34060,IA3023,PI633731
DS11.34061,IA3023,PI633731
DS11.34063,IA3023,PI633731
DS11.34064,IA3023,PI633731
DS11.34065,IA3023,PI633731
DS11.34066,IA3023,PI633731
DS11.34067,IA3023,PI633731
DS11.34070,IA3023,PI633731
DS11.34072,IA3023,PI633731
DS11.34074,IA3023,PI633731
DS11.34075,IA3023,PI633731
DS11.34076,IA3023,PI633731
DS11.34077,IA3023,PI633731
DS11.34078,IA3023,PI633731
DS11.34079,IA3023,PI633731
DS11.34080,IA3023,PI633731
DS11.34081,IA3023,PI633731
DS11.34082,IA3023,PI633731
DS11.34084,IA3023,PI633731
DS11.34085,IA3023,PI633731
DS11.34088,IA3023,PI633731
DS11.34089,IA3023,PI633731
DS11.34091,IA3023,PI633731
DS11.34092,IA3023,PI633731
DS11.34093,IA3023,PI633731
DS11.34094,IA3023,PI633731
DS11.34095,IA3023,PI633731
DS11.34096,IA3023,PI633731
DS11.34097,IA3023,PI633731
DS11.34099,IA3023,PI633731
DS11.34101,IA3023,PI633731
DS11.34103,IA3023,PI633731
DS11.34105,IA3023,PI633731
DS11.34106,IA3023,PI633731
DS11.34109,IA3023,PI633731
DS11.34110,IA3023,PI633731
DS11.34111,IA3023,PI633731
DS11.34112,IA3023,PI633731
DS11.34113,IA3023,PI633731
DS11.34114,IA3023,PI633731
DS11.34115,IA3023,PI633731
DS11.34116,IA3023,PI633731
DS11.34117,IA3023,PI633731
DS11.34119,IA3023,PI633731
DS11.34120,IA3023,PI633731
DS11.34121,IA3023,PI633731
DS11.34122,IA3023,PI633731
DS11.34124,IA3023,PI633731
DS11.34125,IA3023,PI633731
DS11.34126,IA3023,PI633731
DS11.34128,IA3023,PI633731
DS11.34132,IA3023,PI633731
DS11.34133,IA3023,PI633731
DS11.34134,IA3023,PI633731
DS11.34135,IA3023,PI633731
DS11.34136,IA3023,PI633731
DS11.34137,IA3023,PI633731
DS11.34138,IA3023,PI633731
DS11.34139,IA3023,PI633731
DS11.34140,IA3023,PI633731
DS11.34141,IA3023,PI633731
DS11.34142,IA3023,PI633731
DS11.34143,IA3023,PI633731
DS11.34146,IA3023,PI633731
DS11.34147,IA3023,PI633731
DS11.34148,IA3023,PI633731
DS11.34149,IA3023,PI633731
DS11.34150,IA3023,PI633731
DS11.34151,IA3023,PI633731
DS11.34152,IA3023,PI633731
DS11.34153,IA3023,PI633731
DS11.34154,IA3023,PI633731
DS11.34156,IA3023,PI633731
DS11.34157,IA3023,PI633731
DS11.34159,IA3023,PI633731
DS11.34160,IA3023,PI633731
DS11.34161,IA3023,PI633731
DS11.34162,IA3023,PI633731
DS11.34163,IA3023,PI633731
DS11.34164,IA3023,PI633731
DS11.34165,IA3023,PI633731
DS11.34173,IA3023,PI633731
DS11.34174,IA3023,PI633731
DS11.34175,IA3023,PI633731
DS11.34176,IA3023,PI633731
DS11.34177,IA3023,PI633731
DS11.34192,IA3023,PI633731
DS11.34193,IA3023,PI633731
DS11.34195,IA3023,PI633731
DS11.34197,IA3023,PI633731
DS11.36001,IA3023,PI639283
DS11.36002,IA3023,PI639283
DS11.36005,IA3023,PI639283
DS11.36006,IA3023,PI639283
DS11.36008,IA3023,PI639283
DS11.36010,IA3023,PI639283
DS11.36011,IA3023,PI639283
DS11.36012,IA3023,PI639283
DS11.36013,IA3023,PI639283
DS11.36014,IA3023,PI639283
DS11.36015,IA3023,PI639283
DS11.36016,IA3023,PI639283
DS11.36017,IA3023,PI639283
DS11.36018,IA3023,PI639283
DS11.36020,IA3023,PI639283
DS11.36021,IA3023,PI639283
DS11.36024,IA3023,PI639283
DS11.36026,IA3023,PI639283
DS11.36028,IA3023,PI639283
DS11.36029,IA3023,PI639283
DS11.36030,IA3023,PI639283
DS11.36031,IA3023,PI639283
DS11.36032,IA3023,PI639283
DS11.36033,IA3023,PI639283
DS11.36034,IA3023,PI639283
DS11.36035,IA3023,PI639283
DS11.36036,IA3023,PI639283
DS11.36037,IA3023,PI639283
DS11.36038,IA3023,PI639283
DS11.36039,IA3023,PI639283
DS11.36040,IA3023,PI639283
DS11.36042,IA3023,PI639283
DS11.36043,IA3023,PI639283
DS11.36045,IA3023,PI639283
DS11.36046,IA3023,PI639283
DS11.36047,IA3023,PI639283
DS11.36048,IA3023,PI639283
DS11.36051,IA3023,PI639283
DS11.36052,IA3023,PI639283
DS11.36053,IA3023,PI639283
DS11.36054,IA3023,PI639283
DS11.36055,IA3023,PI639283
DS11.36056,IA3023,PI639283
DS11.36057,IA3023,PI639283
DS11.36058,IA3023,PI639283
DS11.36059,IA3023,PI639283
DS11.36062,IA3023,PI639283
DS11.36064,IA3023,PI639283
DS11.36065,IA3023,PI639283
DS11.36066,IA3023,PI639283
DS11.36067,IA3023,PI639283
DS11.36068,IA3023,PI639283
DS11.36069,IA3023,PI639283
DS11.36070,IA3023,PI639283
DS11.36072,IA3023,PI639283
DS11.36074,IA3023,PI639283
DS11.36076,IA3023,PI639283
DS11.36077,IA3023,PI639283
DS11.36078,IA3023,PI639283
DS11.36079,IA3023,PI639283
DS11.36080,IA3023,PI639283
DS11.36081,IA3023,PI639283
DS11.36082,IA3023,PI639283
DS11.36083,IA3023,PI639283
DS11.36085,IA3023,PI639283
DS11.36086,IA3023,PI639283
DS11.36087,IA3023,PI639283
DS11.36089,IA3023,PI639283
DS11.36090,IA3023,PI639283
DS11.36091,IA3023,PI639283
DS11.36092,IA3023,PI639283
DS11.36093,IA3023,PI639283
DS11.36094,IA3023,PI639283
DS11.36095,IA3023,PI639283
DS11.36096,IA3023,PI639283
DS11.36098,IA3023,PI639283
DS11.36099,IA3023,PI639283
DS11.36101,IA3023,PI639283
DS11.36102,IA3023,PI639283
DS11.36103,IA3023,PI639283
DS11.36104,IA3023,PI639283
DS11.36105,IA3023,PI639283
DS11.36106,IA3023,PI639283
DS11.36107,IA3023,PI639283
DS11.36108,IA3023,PI639283
DS11.36110,IA3023,PI639283
DS11.36111,IA3023,PI639283
DS11.36113,IA3023,PI639283
DS11.36114,IA3023,PI639283
DS11.36115,IA3023,PI639283
DS11.36116,IA3023,PI639283
DS11.36117,IA3023,PI639283
DS11.36118,IA3023,PI639283
DS11.36119,IA3023,PI639283
DS11.36120,IA3023,PI639283
DS11.36121,IA3023,PI639283
DS11.36122,IA3023,PI639283
DS11.36123,IA3023,PI639283
DS11.36124,IA3023,PI639283
DS11.36125,IA3023,PI639283
DS11.36127,IA3023,PI639283
DS11.36128,IA3023,PI639283
DS11.36129,IA3023,PI639283
DS11.36130,IA3023,PI639283
DS11.36132,IA3023,PI639283
DS11.36134,IA3023,PI639283
DS11.36135,IA3023,PI639283
DS11.36137,IA3023,PI639283
DS11.36143,IA3023,PI639283
DS11.36144,IA3023,PI639283
DS11.36146,IA3023,PI639283
DS11.36147,IA3023,PI639283
DS11.36148,IA3023,PI639283
DS11.36150,IA3023,PI639283
DS11.36151,IA3023,PI639283
DS11.36152,IA3023,PI639283
DS11.36153,IA3023,PI639283
DS11.36154,IA3023,PI639283
DS11.36155,IA3023,PI639283
DS11.36157,IA3023,PI639283
DS11.36161,IA3023,PI639283
DS11.36162,IA3023,PI639283
DS11.36166,IA3023,PI639283
DS11.36167,IA3023,PI639283
DS11.36170,IA3023,PI639283
DS11.36171,IA3023,PI639283
DS11.36180,IA3023,PI639283
DS11.36182,IA3023,PI639283
DS11.36183,IA3023,PI639283
DS11.36190,IA3023,PI639283
DS11.36191,IA3023,PI639283
DS11.36192,IA3023,PI639283
DS11.36194,IA3023,PI639283
DS11.36196,IA3023,PI639283
DS11.36200,IA3023,PI639283
DS11.36201,IA3023,PI639283
DS11.37001,IA3023,PI639285
DS11.37003,IA3023,PI639285
DS11.37004,IA3023,PI639285
DS11.37008,IA3023,PI639285
DS11.37009,IA3023,PI639285
DS11.37011,IA3023,PI639285
DS11.37013,IA3023,PI639285
DS11.37014,IA3023,PI639285
DS11.37015,IA3023,PI639285
DS11.37016,IA3023,PI639285
DS11.37017,IA3023,PI639285
DS11.37018,IA3023,PI639285
DS11.37020,IA3023,PI639285
DS11.37021,IA3023,PI639285
DS11.37022,IA3023,PI639285
DS11.37024,IA3023,PI639285
DS11.37025,IA3023,PI639285
DS11.37026,IA3023,PI639285
DS11.37027,IA3023,PI639285
DS11.37028,IA3023,PI639285
DS11.37029,IA3023,PI639285
DS11.37030,IA3023,PI639285
DS11.37031,IA3023,PI639285
DS11.37032,IA3023,PI639285
DS11.37034,IA3023,PI639285
DS11.37035,IA3023,PI639285
DS11.37036,IA3023,PI639285
DS11.37037,IA3023,PI639285
DS11.37038,IA3023,PI639285
DS11.37039,IA3023,PI639285
DS11.37040,IA3023,PI639285
DS11.37041,IA3023,PI639285
DS11.37042,IA3023,PI639285
DS11.37043,IA3023,PI639285
DS11.37048,IA3023,PI639285
DS11.37049,IA3023,PI639285
DS11.37050,IA3023,PI639285
DS11.37051,IA3023,PI639285
DS11.37052,IA3023,PI639285
DS11.37054,IA3023,PI639285
DS11.37055,IA3023,PI639285
DS11.37056,IA3023,PI639285
DS11.37057,IA3023,PI639285
DS11.37058,IA3023,PI639285
DS11.37061,IA3023,PI639285
DS11.37062,IA3023,PI639285
DS11.37064,IA3023,PI639285
DS11.37065,IA3023,PI639285
DS11.37066,IA3023,PI639285
DS11.37067,IA3023,PI639285
DS11.37068,IA3023,PI639285
DS11.37069,IA3023,PI639285
DS11.37072,IA3023,PI639285
DS11.37073,IA3023,PI639285
DS11.37075,IA3023,PI639285
DS11.37077,IA3023,PI639285
DS11.37078,IA3023,PI639285
DS11.37079,IA3023,PI639285
DS11.37080,IA3023,PI639285
DS11.37081,IA3023,PI639285
DS11.37082,IA3023,PI639285
DS11.37083,IA3023,PI639285
DS11.37084,IA3023,PI639285
DS11.37085,IA3023,PI639285
DS11.37086,IA3023,PI639285
DS11.37087,IA3023,PI639285
DS11.37088,IA3023,PI639285
DS11.37089,IA3023,PI639285
DS11.37090,IA3023,PI639285
DS11.37091,IA3023,PI639285
DS11.37092,IA3023,PI639285
DS11.37094,IA3023,PI639285
DS11.37095,IA3023,PI639285
DS11.37096,IA3023,PI639285
DS11.37097,IA3023,PI639285
DS11.37098,IA3023,PI639285
DS11.37099,IA3023,PI639285
DS11.37100,IA3023,PI639285
DS11.37101,IA3023,PI639285
DS11.37102,IA3023,PI639285
DS11.37104,IA3023,PI639285
DS11.37105,IA3023,PI639285
DS11.37106,IA3023,PI639285
DS11.37107,IA3023,PI639285
